nom,statut,chapeau,pores,lames,pied,chair,odeur,saveur,habitat,saison,a_un_chapeau,a_des_pores,a_des_lames,a_un_pied,a_de_la_chair,chapeau_couleur_blanc,chapeau_couleur_brun,chapeau_couleur_jaune,chapeau_couleur_rouge,chapeau_couleur_orange,chapeau_couleur_rose,chapeau_couleur_gris,chapeau_couleur_noir,chapeau_couleur_vert,chapeau_couleur_bleu,chapeau_couleur_violet,chapeau_couleur_ocre,chapeau_couleur_roux,chapeau_texture_lisse,chapeau_texture_meches,chapeau_texture_floconneux,chapeau_texture_visqueux,chapeau_texture_velours,chapeau_texture_ecailleux,chapeau_texture_craquele,chapeau_texture_strie,pores_couleur_blanc,pores_couleur_brun,pores_couleur_jaune,pores_couleur_rouge,pores_couleur_orange,pores_couleur_rose,pores_couleur_gris,pores_couleur_noir,pores_couleur_vert,pores_couleur_bleu,pores_couleur_violet,pores_couleur_ocre,pores_couleur_roux,pores_attache_libres,pores_attache_adnees,pores_attache_decurrentes,pores_attache_echancrees,pores_attache_serrees,pores_attache_espacees,lames_couleur_blanc,lames_couleur_brun,lames_couleur_jaune,lames_couleur_rouge,lames_couleur_orange,lames_couleur_rose,lames_couleur_gris,lames_couleur_noir,lames_couleur_vert,lames_couleur_bleu,lames_couleur_violet,lames_couleur_ocre,lames_couleur_roux,lames_attache_libres,lames_attache_adnees,lames_attache_decurrentes,lames_attache_echancrees,lames_attache_serrees,lames_attache_espacees,pied_couleur_blanc,pied_couleur_brun,pied_couleur_jaune,pied_couleur_rouge,pied_couleur_orange,pied_couleur_rose,pied_couleur_gris,pied_couleur_noir,pied_couleur_vert,pied_couleur_bleu,pied_couleur_violet,pied_couleur_ocre,pied_couleur_roux,pied_texture_lisse,pied_texture_meches,pied_texture_floconneux,pied_texture_visqueux,pied_texture_velours,pied_texture_ecailleux,pied_texture_craquele,pied_texture_strie,pied_morpho_anneau,pied_morpho_volve,pied_morpho_bulbe,pied_morpho_massue,pied_morpho_creux,pied_morpho_elance,pied_morpho_cylindrique,pied_morpho_reseau,chair_couleur_blanc,chair_couleur_brun,chair_couleur_jaune,chair_couleur_rouge,chair_couleur_orange,chair_couleur_rose,chair_couleur_gris,chair_couleur_noir,chair_couleur_vert,chair_couleur_bleu,chair_couleur_violet,chair_couleur_ocre,chair_couleur_roux,chair_consistance_ferme,chair_consistance_tendre,chair_consistance_molle,chair_consistance_cassante,chair_consistance_elastique,chair_consistance_epaisse,chair_consistance_fibreuse,chair_consistance_spongieuse,odeur_type_anise,odeur_type_phenol,odeur_type_iode,odeur_type_radis,odeur_type_farine,odeur_type_amande,odeur_type_terre,odeur_type_fruitee,odeur_type_desagreable,saveur_type_douce,saveur_type_amere,saveur_type_acide,saveur_type_piquante,saveur_type_poivree,saveur_type_iodee,saveur_type_desagreable,saveur_type_sans_saveur,chapeau_taille_min_cm,chapeau_taille_max_cm,pied_taille_min_cm,pied_taille_max_cm,saison_mois_01,saison_mois_02,saison_mois_03,saison_mois_04,saison_mois_05,saison_mois_06,saison_mois_07,saison_mois_08,saison_mois_09,saison_mois_10,saison_mois_11,saison_mois_12,habitat_type_feuillus,habitat_type_coniferes,habitat_type_foret,habitat_type_prairies,habitat_type_clairieres,habitat_type_lisieres,habitat_type_jardins,habitat_type_bois,habitat_type_chenes,habitat_type_hetres,habitat_type_pins,habitat_type_bouleaux,habitat_type_chataigniers,habitat_type_charmes,habitat_type_melezes,habitat_type_bois_morts
LACTAIRE VELOUTÉ,Champignon à rejeter,"5 à 30 cm, nettement velouté, vite creusé au centre, blanc puis taché d’ochracé, souvent couvert de débris.",,"Un peu décurrentes, espacées, blanches à crème puis tachées d’ochracé","2 à 7 cm, court, trapu, blanchâtre puis taché d’ochracé.","Épaisse, ferme, blanchâtre. Lait blanc abondant.",Un peu acide,Très piquante,"Forêts de feuillus et de conifères, surtout sous les hêtres et les chênes",Juillet > Novembre,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0,30.0,2.0,7.0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
LANGUE-DE-BŒUF,Les bons champignons,"Ressemblant à une langue (5 à 20 cm), gélatineux, couvert d’aspérités comme des papilles, rouge sombre à saumon, suintant un liquide rougeâtre.","Fins, non soudés, crème à rosâtres",,Absent,"Épaisse, molle, marbrée de rougeâtre (aspect de steak)",Faible,Acidulée,Sur le bois mort ou vivant de chêne et de châtaignier,Août > Novembre,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,20.0,0.0,0.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
LÉPIOTE À CRÊTE,Les champignons toxiques,"1 à 7 cm, recouvert de petites écailles brunes, roux orangé à ochracées, sur fond blanchâtre, plus foncées au centre.",,"Libres, serrées, blanches puis crème","3 à 8 cm, blanc à rosé vers la base, avec un anneau blanc ample et très fragile","Mince , blanche","Forte, de caoutchouc, de baudruche",Douce,"Surtout sous les feuillus, lisières de bois ou jardins",Septembre > Novembre,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,7.0,3.0,8.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
LÉPIOTE DÉGUENILLÉE,Les bons champignons,"5 à 15 cm, couvert de larges écailles retroussées brun-beige à brun-gris sur fond plus pâle, centre plus foncé.",,"Libres, blanches, rougissantes au toucher","9 à 20 cm, lisse, blanchâtre à crème, rougissant aux blessures, avec un anneau double coulissant et un bulbe à la base.","Blanche, rougissant vivement à la coupe puis brunissant",Faible,Douce,"Bois clairs, lisières de bois, souvent sous les conifères",Septembre > Novembre,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.0,15.0,9.0,20.0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
LÉPIOTE ÉLEVÉE,Les excellents champignons,"5 à 25 cm, couvert d’écailles brunes régulières sur fond plus pâle, mamelon brun au centre.",,"Libres, blanches ou crème","10 à 25 cm, nettement chiné de brun sur fond beige-crème, avec un épais anneau double coulissant et un bulbe à la base.","Blanche, tendre","Forte, de beurre fondu, fruitée ou herbacée","Douce, de noisette","Bois clairs de feuillus, lisières de bois, prairies",Septembre > Novembre,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5.0,25.0,10.0,25.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
LÉPIOTE EN BOUCLIER,Champignon à rejeter,"3 à 8 cm, couvert de petites écailles floconneuses brunes à ocre sur fond blanchâtre à crème, centre plus foncé.",,"Libres, blanches","5 à 10 cm, blanc, laineux-floconneux, lisse au sommet",Blanche,Faible,Douce,Bois clairs de feuillus,Septembre > Novembre,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,8.0,5.0,10.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LÉPIOTE MAMELONNÉE,Les bons champignons,"6 à 15 cm, mamelon brunâtre bien net, recouvert d’écailles brunes sur fond crème, se détachant parfois en étoile",,"Libres, blanches à crème","5 à 17 cm, blanchâtre à beige-crème, finement chiné, avec un anneau épais coulissant",Blanche,"Nette, de beurre fondu",Douce,"Bois clairs de feuillus, lisières de bois, prairies ou clairières",Septembre > Novembre,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.0,15.0,5.0,17.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
LÉPIOTE PUDIQUE,Les champignons mediocres,"3 à 14 cm, blanc, parfois ochracé au centre avec l’âge, mat, soyeux","Libres, blanches puis crème avec des reflets roses.",,"4 à 12 cm, blanc, avec un anneau coulissant ou facilement détachable, souvent en massue à la base.",Blanche,Faible,Douce,Prairies et pelouses,Septembre > Novembre,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,14.0,4.0,12.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LÉPISTE SORDIDE,Les champignons mediocres,"2 à 12 cm, lilas violacé à gris-brun, parfois taché d’ochracé, grisâtre en séchant",,"Adnées à échancrées, blanchâtres à lilas ou brun-lilas, se détachant facilement du chapeau","3 à 7 cm, de même couleur que le chapeau","Jaunâtre dans le chapeau, rougeâtre-vineux dans le pied, molle","Mince, blanc bleuté",Douce,"Forêts de feuillus et de conifères, parcs, au bord des chemins",Septembre > Décembre,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,12.0,3.0,7.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
MARASME DES ORÉADES,Les bons champignons,"2 à 6 cm, brun-roux, crème orangé ou ocre crème pâle, au centre plus foncé et mamelonné, à bord souvent cannelé et ondulé.",,"Échancrées, espacées, blanchâtres à crème ochracé.","4 à 9 cm, crème à roussâtre, fin, très coriace.","Blanche, élastique","Cyanique, d’amande amère",Douce,"Prairies et pelouses, souvent en rond de sorcière",Mai > Novembre,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2.0,6.0,4.0,9.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MEUNIER,Les bons champignons,"2 à 12 cm, vite en entonnoir, blanc puis crème grisâtre, mat et sec, de forme très variable",,"Nettement décurrentes, blanches puis roses","2 à 8 cm, blanc à crème puis taché de rosâtre par les spores","Blanche, fragile et cassante","Forte, de farine fraîche","Forte, de farine fraîche",Forêts de feuillus et de conifères,Septembre > Novembre,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,12.0,2.0,8.0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MORILLE BLONDE,Les excellents champignons,"Arrondi (3 à 8 cm), à alvéoles profondes et irrégulières, ocre crème à gris-jaune, creux, à bord soudé au pied",,,"Blanc-crème, creux, souvent ridé à la base (3 à 9 cm)","Crème, mince et fragile","Faible, agréable",Douce,"Bois clairs de feuillus, souvent sous les frênes, aux endroits frais",Mars > Juin,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,8.0,3.0,9.0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MORILLE CONIQUE,Les excellents champignons,"Conique ou allongé (3 à 10 cm), à alvéoles profondes et étroites, brun-beige à brun noirâtre, creux, à bord soudé au pied",,,"Blanc-crème, creux, granuleux, souvent sillonné à la base (5 à 12 cm)","Crème, mince et fragile","Faible, agréable",Douce,"Forêts de feuillus et de conifères, souvent sous les frênes, aux endroits frais",Mars > Juin,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,10.0,5.0,12.0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MYCÈNE PURE,Les champignons toxiques,"2 à 5 cm, rose lilas à violet grisâtre, pâlissant en séchant, à bord nettement strié, un peu mamelonné.",,"Adnées à échancrées, blanches à gris-rose lilas pâle.","3 à 8 cm, lisse, creux, de même couleur que le chapeau, plus pâle au sommet, légèrement en massue à la base.","Blanchâtre à lilas, mince","Forte, de radis","Douce, de radis",Forêts de feuillus et de conifères,Juillet > Novembre,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,5.0,3.0,8.0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MYCÈNE ROSE,Les champignons toxiques,"2 à 6 cm, rose vif à rose vineux, parfois blanchâtre, pâlissant en séchant, à bord nettement strié, un peu mamelonné.",,"Adnées à échancrées, blanches à lilas rosâtre pâle","4 à 10 cm, lisse, creux, blanchâtre à rosé, légèrement en massue à la base","Blanchâtre à rosâtre, assez épaisse","Forte, de radis","Douce, de radis","Forêts de feuillus, surtout sous les hêtres",Septembre > Novembre,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,6.0,4.0,10.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
OREILLE-DE-JUDAS,Les champignons mediocres,"D’abord en disque puis en oreille (1 à 10 cm), brun-rouge. Feutrée et pâle sur le dessus, lisse et mate avec de grosses veines en dessous",,,Absent,"Mince, gélatineuse, élastique",Faible,Douce,Sur le bois mort ou vivant de feuillus (surtout le sureau),Toute l’année,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,10.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
OREILLE-DE-LIÈVRE,Les champignons mediocres,"En cornet, fendu sur le côté (2 à 10 cm); intérieur jaune orangé avec des teintes roses; extérieur velouté, jaune à ocre",,,"Court, feutré de blanc","Mince, cassante, cireuse",Sans particularité,Sans particularité,"Sur le sol, sous les feuillus",Juillet > Novembre,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,10.0,0.0,0.0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAXILLE À PIED NOIR,Champignon à rejeter,"4 à 30 cm, épais, velouté, brun jaunâtre à brun-roux, à bord fortement enroulé",,"Décurrentes, serrées, crème puis ocre jaunâtre et enfin brunâtres en vieillissant, se détachant facilement du chapeau","2 à 15 cm, court, souvent excentré, recouvert d’un velours brun sombre à noirâtre","Molle, blanchâtre, jaunissant à la coupe après 5 minutes, puis brun violacé au bout de 15 minutes",Faible,Amère,Sur le bois mort de conifères,Juillet > Novembre,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.0,30.0,2.0,15.0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PAXILLE ENROULÉ,Les champignons mortel,"4 à 20 cm, vite en entonnoir, velouté, à bord fortement enroulé, brun jaunâtre à olivâtre terne ou brun roussâtre",,"Décurrentes, serrées, jaune ochracé puis brunâtres, tachées de brun rougeâtre aux blessures, se détachant facilement du chapeau","3 à 9 cm, court, trapu, de même couleur aque le chapeau","Crème à ocre, roussissant à la coupe","Agréable, fruitée ou acidulée",Douce,"Surtout sous les bouleaux, les peupliers et les épicéas",Juillet > Novembre,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4.0,20.0,3.0,9.0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PÉZIZE ÉCARLATE,Les champignons mediocres,"En coupe (1 à 5 cm); intérieur rouge vif, extérieur blanc rosé finement feutré.",,,Court et blanchâtre,Mince/fragile,Faible,Douce,"Sur le bois de feuillus, surtout de hêtre et d’orme",Hiver et printemps,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
PÉZIZE ORANGÉE,Les champignons mediocres,"Coupe orange vif (2 à 10 cm); intérieur lisse, extérieur plus pâle et mat",,,Absent,Mince/cassante,Faible,Douce,"Sur le sol nu, au bord des chemins",Juin > Novembre,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,10.0,0.0,0.0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PÉZIZE VEINÉE,Les bons champignons,"En coupe, puis étalée et irrégulière (4 à 20 cm). Intérieur brun, lisse et fortement veiné, extérieur blanchâtre à beige légèrement ridé.",,,"Trapu, court","Blanchâtre, fragile","Forte, d’eau de Javel",Douce,"Sols frais, sous les feuillus",Mars > Mai,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,20.0,0.0,0.0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHOLIOTE CHANGEANTE,Les bons champignons,"2 à 6 cm, lisse, brun-roux à cannelle, pâlissant pour devenir ocre jaune pâle au centre en séchant, avec parfois quelques petits flocons blanchâtres au bord",,"Adnées, crème, puis beiges et enfin brunes","3 à 8 cm, crème au sommet, brun roussâtre à la base, couvert de petites mèches brunes, avec un anneau brunâtre fragile.","Blanche à jaunâtre, mince","Faible, agréable",Douce,"Sur les souches de feuillus ou de conifères, en touffe",Mai > Novembre,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,6.0,3.0,8.0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
